"123_part1" "123_part2" "belov_part1" "belov_part2" "erkhov_part1" "erkhov_part2" "gasparov_part1" "gasparov_part2" "gasparov_part3" "gasparov_part4" "karelsky_part1" "karelsky_part2" "karelsky_part3" "karelsky_part4" "sanovich_part1" "sanovich_part2" "shishkin_part1" "shishkin_part2" "smirnov_part1" "smirnov_part2"
"описывать" 0.02 0 0 0 0.01 0.01 0 0 0.01 0 0.01 0.01 0 0 0.03 0 0.01 0 0 0
"орсетт" 0 0 0 0 0 0 0 0 0 0 0 0.11 0 0 0 0 0 0 0 0
"оскорбление" 0.03 0 0 0.01 0 0 0 0.01 0 0 0 0.02 0.02 0 0 0 0 0.01 0 0.01
"отдельный" 0 0.01 0 0.02 0.02 0 0 0 0 0.01 0.01 0.01 0 0 0.01 0 0 0 0.01 0.01
"отто" 0 0 0 0 0.11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"папа" 0.01 0 0.09 0 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"пат" 0 0 0 0 0 0 0 0 0 0 0.11 0 0 0 0 0 0 0 0 0
"пенелопа" 0 0 0 0 0 0 0 0.11 0 0 0 0 0 0 0 0 0 0 0 0
"пение" 0 0 0 0 0.01 0.02 0 0.02 0 0.02 0.01 0 0 0 0 0 0 0 0.02 0.01
"перебираться" 0 0 0.01 0 0 0 0 0 0.02 0 0.02 0.01 0 0 0 0.02 0 0.01 0.01 0.01
"побывать" 0.01 0.01 0.01 0.01 0 0.01 0.02 0 0 0.01 0 0 0 0 0 0.02 0 0 0.01 0
"повсюду" 0 0 0 0 0.02 0.02 0 0 0 0 0.02 0 0.01 0.01 0 0 0 0 0.02 0.01
"подлинный" 0 0 0 0.01 0 0 0.01 0 0 0 0.01 0.02 0.02 0.01 0 0 0.02 0 0.01 0
"подыскивать" 0 0 0 0.01 0 0 0 0 0.01 0 0.01 0 0.01 0.01 0 0.01 0 0 0.04 0.01
"поездка" 0.01 0.05 0.01 0.01 0.03 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"полгода" 0 0 0 0.01 0.01 0 0 0 0 0 0 0 0 0.02 0.01 0.01 0 0.01 0.02 0.02
"получаться" 0 0 0.01 0 0 0.01 0.04 0 0.01 0 0 0.01 0.01 0 0 0.01 0 0.01 0 0
"помимо" 0.01 0 0 0.02 0.01 0.01 0 0 0 0 0.02 0.03 0.01 0 0 0 0 0 0 0
"помолвка" 0 0 0 0 0.03 0 0 0 0 0 0 0.03 0 0 0 0 0.02 0 0.01 0.02
"португальский" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.09 0.02 0 0
"постоянный" 0 0 0 0.01 0.02 0.01 0 0 0.01 0 0.01 0.03 0.01 0 0 0 0 0.01 0 0
"потерпеть" 0 0.01 0.01 0.02 0 0 0.01 0.01 0.01 0.02 0 0.01 0.01 0 0 0 0 0 0 0
"поток" 0 0 0 0 0 0.01 0.03 0.01 0 0 0 0 0.01 0 0.01 0 0.02 0.01 0 0.01
"предел" 0 0 0.01 0.01 0.01 0.01 0.01 0 0 0 0 0 0.01 0 0 0.01 0.03 0.01 0 0
"презрение" 0.01 0 0.01 0.01 0.01 0 0.01 0 0 0 0.02 0 0 0 0.02 0.02 0 0 0 0
"преисподняя" 0 0 0 0 0 0 0.02 0.01 0.03 0.02 0 0 0 0.01 0 0 0 0 0.02 0
"приговор" 0 0 0 0.01 0 0 0 0 0 0.01 0.03 0 0.03 0 0 0 0.01 0.01 0 0.01
"прием" 0 0 0.01 0.03 0 0 0 0 0.01 0 0.01 0 0.01 0 0.03 0.01 0 0 0 0
"присутствие" 0.02 0 0 0 0 0 0 0 0 0 0.01 0.03 0.01 0 0.02 0 0.01 0.01 0 0
"проваливаться" 0 0.02 0.01 0.01 0 0.01 0 0 0 0 0 0.01 0 0 0 0.02 0.01 0 0 0.02
"проверять" 0 0 0.01 0 0 0 0 0 0 0 0 0.01 0.01 0 0 0.02 0.02 0.01 0.02 0.01
"пророк" 0 0 0 0 0.04 0 0.01 0.02 0 0 0.02 0 0 0.01 0 0 0.01 0 0 0
"пророчество" 0 0 0 0 0 0 0.06 0 0.01 0.03 0 0 0.01 0 0 0 0 0 0 0
"путаница" 0 0 0 0 0 0.03 0 0 0.08 0 0 0 0 0 0 0 0 0 0 0
"путешествие" 0 0 0.01 0 0.01 0.03 0 0 0 0 0.01 0 0.01 0 0 0.01 0 0 0.02 0.01
"пшеница" 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0
"рабство" 0 0 0.01 0 0 0 0 0.01 0.04 0.01 0 0 0 0 0 0 0.04 0 0 0
"радостный" 0.02 0 0 0 0 0 0 0.02 0.02 0 0 0.02 0.02 0 0 0 0 0 0.01 0
"расправляться" 0.01 0 0.01 0 0 0 0.02 0 0.02 0 0 0 0.01 0.01 0 0 0.01 0 0 0.02
"рваться" 0.01 0.03 0 0 0 0.01 0.02 0.02 0 0.02 0 0 0 0 0 0 0 0 0 0
"рисунок" 0 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0.04 0.06 0 0 0 0
"русский" 0.01 0.02 0 0 0.01 0.01 0 0 0 0 0.03 0 0 0 0 0.02 0.01 0 0 0
"ручей" 0 0 0 0 0.01 0.02 0.01 0 0.01 0.04 0 0 0 0.01 0 0 0.01 0 0 0
"салардо" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.11 0 0 0 0 0 0
"сбываться" 0 0 0 0 0 0 0.01 0.03 0 0.02 0 0 0.01 0 0 0.01 0.01 0.01 0 0.01
"свита" 0 0 0 0 0 0.01 0 0 0 0.01 0 0.02 0 0.01 0 0 0.03 0.01 0.02 0
"свое" 0 0 0 0.01 0.01 0.02 0 0 0 0 0.01 0 0 0 0.01 0 0 0.01 0.03 0.01
"се" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.11
"сиракузский" 0 0 0 0 0 0 0 0 0.11 0 0 0 0 0 0 0 0 0 0 0
"сказка" 0 0.01 0 0 0.02 0 0.01 0.02 0.01 0 0 0.01 0 0.02 0 0 0 0 0.01 0
"складываться" 0 0.05 0 0 0 0.02 0 0 0.01 0.01 0 0 0 0 0 0 0.01 0 0.01 0
"смиряться" 0 0 0 0 0.02 0 0 0 0 0 0 0.01 0 0 0 0.02 0.01 0.01 0.02 0.02
"смоляновый" 0 0.11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"советник" 0 0 0 0 0 0.01 0.04 0 0 0.04 0 0 0 0 0 0.01 0 0 0.01 0
"сокровище" 0.01 0.01 0.02 0 0 0 0 0.01 0 0.01 0 0.01 0 0 0.01 0.01 0 0.02 0 0
"сопровождение" 0.02 0 0 0 0.01 0 0 0 0 0 0.01 0.03 0.03 0 0 0 0 0.01 0 0
"социальный" 0 0.03 0.01 0.01 0 0 0 0 0 0 0.01 0 0 0 0 0 0.03 0.02 0 0
"справедливый" 0 0 0 0 0 0.01 0 0 0 0.05 0 0 0 0 0 0 0.03 0.02 0 0
"справлять" 0 0 0 0 0.01 0.01 0.01 0.04 0.02 0.02 0 0 0 0 0 0 0 0 0 0
"сравнивать" 0 0.01 0 0.01 0.01 0 0 0 0 0.01 0.01 0 0 0 0.02 0 0.01 0.01 0.01 0.01
"стон" 0.01 0 0 0 0 0 0.04 0.03 0.01 0.02 0 0 0 0 0 0 0 0 0 0
"ступать" 0 0 0 0 0 0 0 0.04 0.01 0.02 0.03 0 0 0 0 0 0.01 0 0 0
"стыдно" 0.01 0.01 0.01 0 0.02 0 0 0 0.01 0.01 0.01 0 0 0.01 0.02 0 0 0 0 0
"суета" 0.01 0 0.01 0.02 0 0 0 0 0 0 0.03 0 0 0 0 0 0.01 0 0.03 0
"суждено" 0.01 0 0 0 0 0 0.01 0.04 0 0.01 0.02 0 0.02 0 0 0 0 0 0 0
"сумасшедший" 0.01 0 0.01 0 0.03 0 0 0 0.01 0 0 0.01 0 0.01 0 0.01 0.02 0 0 0
"суок" 0 0.11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"твердо" 0.02 0.01 0 0 0 0 0.01 0.01 0 0 0.01 0 0 0.02 0 0.02 0 0 0.01 0
"темница" 0 0 0.01 0 0 0 0.01 0 0 0.01 0 0 0.05 0 0 0 0.01 0.01 0 0.01
"течение" 0 0.02 0 0.01 0.01 0.01 0 0 0 0.01 0.02 0 0 0 0.02 0 0.01 0 0 0
"тибула" 0 0.11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"тиндар" 0 0 0 0 0 0 0 0 0.11 0 0 0 0 0 0 0 0 0 0 0
"тиран" 0 0 0.03 0 0 0.01 0 0 0 0 0 0 0.06 0 0 0 0 0.01 0 0
"торопиться" 0 0.01 0.02 0 0.01 0 0 0 0 0 0 0 0.01 0 0.01 0.01 0 0 0.03 0.01
"трилогия" 0 0 0 0 0 0 0 0.01 0.01 0 0 0 0 0 0 0 0.06 0.03 0 0
"туча" 0.01 0 0.01 0.01 0.01 0 0.01 0.01 0.02 0.01 0 0 0 0.01 0 0 0 0 0 0.01
"убираться" 0 0 0 0.01 0.01 0 0 0 0 0 0 0.02 0.01 0.04 0.01 0 0.01 0 0 0
"увлекать" 0.03 0.01 0 0 0.02 0 0 0 0 0.02 0.01 0 0 0 0 0 0.01 0 0 0.01
"украшать" 0 0 0 0 0 0.01 0 0 0.01 0 0 0.02 0.02 0.01 0 0 0.01 0.01 0.02 0
"умение" 0 0.01 0.01 0.01 0 0.01 0 0 0 0 0.01 0 0.03 0 0 0.01 0 0 0 0.02
"управляющий" 0.02 0 0 0.03 0 0 0 0 0 0 0.01 0.02 0 0 0.02 0 0 0 0.01 0
"уставать" 0.01 0.01 0.01 0 0.01 0.02 0.02 0 0 0 0 0 0 0 0.01 0 0 0.01 0.01 0
"участвовать" 0.01 0.02 0 0.01 0.01 0 0 0.02 0 0.01 0 0 0 0 0 0.01 0.01 0.01 0 0
"участок" 0.04 0 0.01 0 0 0 0 0 0 0 0.01 0 0 0 0 0 0 0.05 0 0
"федериго" 0 0 0 0 0 0 0 0 0 0 0 0.11 0 0 0 0 0 0 0 0
"фон" 0 0 0.01 0 0.02 0 0.01 0 0 0 0 0 0 0 0.02 0 0.03 0.02 0 0
"фроим" 0.11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"фронт" 0.02 0.04 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0.04 0 0 0 0
"хозяйство" 0 0 0.01 0.01 0.01 0 0 0.01 0 0.01 0 0 0 0 0 0 0.01 0.01 0.01 0.03
"черта" 0 0 0 0 0.01 0 0 0 0 0 0.02 0.02 0 0 0.01 0.01 0.01 0.03 0 0
"чудовищный" 0.01 0 0.01 0 0 0 0.02 0.02 0.03 0.02 0 0 0 0 0 0 0 0 0 0
"чужбина" 0 0 0 0 0 0 0.01 0.02 0.02 0.01 0.01 0.01 0 0.01 0 0 0 0.01 0.01 0
"эльвира" 0 0 0 0 0 0 0 0 0 0 0 0 0.03 0.08 0 0 0 0 0 0
"эпизод" 0 0.01 0 0 0.01 0 0 0.03 0 0 0.01 0 0 0.02 0 0 0.01 0.02 0 0
"эпоха" 0 0.01 0 0 0 0.01 0.01 0 0 0 0.01 0 0 0 0 0.03 0.02 0.01 0.01 0
"яд" 0 0 0 0 0 0 0.01 0.02 0.01 0.03 0 0 0.02 0 0 0 0 0.01 0.01 0
"автомобиль" 0.02 0 0.03 0.01 0 0 0 0 0 0 0 0 0 0.01 0 0.03 0 0 0 0
"алкмен" 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0
"альбанец" 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0
"англия" 0 0 0 0 0 0 0.03 0 0 0 0.03 0 0 0 0 0 0 0.04 0 0
"андромах" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0
"аникстер" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0
"атря" 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0
"баран" 0 0 0 0 0 0 0 0.03 0.01 0.06 0 0 0 0 0 0 0 0 0 0
"башмак" 0 0 0.07 0 0 0 0 0 0 0 0 0.03 0 0 0 0 0 0 0 0
"беглец" 0 0 0.01 0 0 0.02 0.01 0.01 0.02 0 0 0 0 0.02 0 0 0 0 0 0.01
"беременный" 0.01 0 0.01 0.02 0 0 0.01 0.02 0 0 0 0 0 0.01 0.01 0.01 0 0 0 0
"бессмысленный" 0 0.01 0 0 0.01 0 0.01 0 0 0 0 0 0.02 0.01 0.02 0 0.02 0 0 0
"блаженный" 0.01 0 0 0 0 0.01 0.03 0.01 0 0.02 0.01 0 0 0 0 0 0.01 0 0 0
"бродить" 0.01 0 0 0 0.01 0.01 0 0 0 0.01 0.02 0 0 0 0 0 0.02 0 0.02 0
"бромден" 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"бугге" 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"бутылка" 0.03 0.01 0.01 0.01 0 0 0 0 0 0 0.02 0.01 0 0 0 0 0 0.01 0 0
"вдвоем" 0 0 0 0.02 0 0 0 0.01 0.03 0.01 0 0 0.01 0.01 0 0 0 0.01 0 0
"вельможа" 0 0 0 0 0 0 0 0.01 0 0.01 0 0 0.02 0 0 0 0 0 0.06 0
"верность" 0.01 0 0 0 0 0 0.01 0.01 0.01 0 0.01 0.01 0.01 0 0 0 0 0.01 0.02 0
"вершина" 0 0 0 0 0.02 0 0 0.01 0 0 0.02 0 0 0 0.01 0.02 0 0.01 0.01 0
"вещий" 0 0 0 0 0 0 0.01 0.05 0.01 0.03 0 0 0 0 0 0 0 0 0 0
"взмаливаться" 0 0 0 0 0 0 0 0.02 0.04 0.01 0 0 0 0.01 0 0 0 0 0.01 0.01
"видение" 0 0.01 0 0 0.02 0.01 0 0 0.01 0 0.02 0 0 0 0 0 0.01 0.01 0.01 0
"винить" 0 0.02 0 0 0 0.01 0.01 0 0 0 0 0.01 0.01 0 0 0 0 0.04 0 0
"вкус" 0 0 0 0.01 0 0 0 0 0 0 0 0.04 0.02 0 0 0 0.01 0 0.02 0
"вмешиваться" 0.01 0.01 0 0 0 0.02 0.01 0.02 0.01 0 0.01 0 0.01 0 0 0 0 0 0 0
"вниз" 0 0 0 0.01 0 0 0.02 0 0.01 0 0 0 0 0 0.02 0.03 0 0 0 0.01
"внимательно" 0.01 0 0.01 0.01 0 0.03 0 0 0 0 0.01 0 0 0 0.02 0.01 0 0 0 0
"возглавлять" 0.01 0 0.01 0.01 0 0 0 0 0 0 0.01 0 0.01 0.01 0 0.01 0.01 0.01 0.01 0
"воздвигать" 0 0 0 0 0 0 0.02 0 0.01 0.04 0.01 0 0 0 0 0 0 0.01 0.01 0
"возможно" 0 0.01 0.01 0 0.03 0 0 0 0.01 0 0 0 0 0.01 0 0 0.01 0.02 0 0
"волк" 0 0 0 0 0 0.03 0 0 0.01 0 0.01 0 0 0 0 0 0.05 0 0 0
"волнение" 0 0 0.01 0 0 0 0 0 0 0.02 0 0 0.03 0 0 0.02 0.01 0.01 0 0
"волноваться" 0 0.02 0 0 0.01 0.01 0 0 0 0.01 0 0.01 0 0 0.01 0.01 0 0.01 0.01 0
"воображение" 0 0 0.02 0.01 0.02 0 0 0 0 0 0 0 0 0 0.03 0 0.01 0.01 0 0
"восточный" 0 0 0 0 0.01 0 0.01 0.01 0 0.02 0 0 0.01 0.01 0 0 0 0.01 0.01 0.01
"вправду" 0 0 0 0 0 0 0.02 0 0 0.01 0 0.01 0 0.01 0 0 0 0 0.02 0.03
"вражда" 0 0 0 0 0 0 0 0.01 0 0.01 0 0.02 0.02 0 0.01 0 0.01 0.02 0 0
"выгонять" 0 0 0 0.01 0 0 0 0.02 0 0 0.01 0 0.01 0 0 0.01 0.01 0.01 0.01 0.01
"вызов" 0 0 0.04 0 0 0 0.01 0 0.01 0.02 0 0 0 0.02 0 0 0 0 0 0
"выкуп" 0.01 0 0.01 0 0 0 0 0.01 0.02 0 0 0.01 0 0.02 0 0 0.02 0 0 0
"вынимать" 0.01 0 0 0 0 0 0 0 0 0.01 0 0 0.02 0 0.03 0.01 0.02 0 0 0
"выносить" 0.01 0 0 0 0 0.01 0 0.02 0.01 0 0 0 0.01 0 0 0.01 0.02 0.01 0 0
"выстрел" 0.01 0.03 0 0.01 0.01 0.01 0 0 0 0 0.01 0 0 0 0.01 0.01 0 0 0 0
"выткать" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0.08 0 0 0 0
"гораздо" 0 0.01 0 0 0.01 0 0.01 0 0 0.04 0.03 0 0 0 0 0 0 0 0 0
"гормас" 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0
"грач" 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"грянуть" 0 0 0 0 0 0 0.03 0.02 0.01 0.01 0.01 0 0 0 0 0 0 0 0.01 0.01
"губа" 0 0 0 0 0 0 0 0.02 0.03 0.01 0 0 0.01 0 0.01 0.01 0 0 0 0.01
"дамис" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0
"дважды" 0.01 0 0.03 0 0.02 0 0 0 0 0.01 0 0 0 0.02 0 0 0 0 0 0.01
"джеймс" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0
"дживз" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0
"дочка" 0 0 0.04 0.01 0.03 0 0 0 0 0 0 0 0 0.01 0.01 0 0 0 0 0
"друэ" 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"духовный" 0.01 0 0.01 0 0.01 0.03 0 0 0 0 0.03 0 0 0.01 0 0 0 0 0 0
"дым" 0 0 0.01 0 0 0.01 0.01 0.01 0 0.01 0 0 0 0.01 0.01 0 0 0.02 0 0.01
"еврей" 0.07 0 0 0.01 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"египет" 0 0 0 0 0.01 0 0 0.02 0 0.04 0.01 0 0 0.02 0 0 0 0 0 0
"ездить" 0 0.04 0 0 0 0 0 0 0.01 0.01 0 0 0 0 0.01 0.01 0.01 0 0.01 0
"еле" 0 0 0.02 0.01 0 0 0.01 0.01 0.01 0 0 0 0 0 0.01 0 0.01 0 0 0.02
"жаждать" 0.01 0.01 0 0.01 0 0.01 0 0 0 0 0 0.01 0.02 0 0 0 0.01 0.02 0 0
"жестоко" 0 0 0.01 0 0 0 0 0 0 0 0.02 0.01 0 0.04 0 0.01 0 0 0.01 0
"животное" 0 0 0.01 0 0.01 0.01 0 0 0.02 0.02 0.01 0 0.01 0 0.01 0 0 0 0 0
"зал" 0 0.03 0 0 0 0.03 0.02 0 0 0 0 0.01 0.01 0 0 0 0 0 0 0
"залог" 0 0 0 0 0 0.01 0 0 0.01 0 0.02 0.01 0 0.02 0.01 0 0.02 0 0 0
"заподозривать" 0 0 0.01 0 0 0.01 0 0 0 0 0.01 0 0.01 0.01 0 0 0 0.01 0.01 0.03
"защитник" 0 0 0 0.01 0 0 0 0 0.01 0.01 0 0 0.03 0.02 0 0 0.01 0.01 0 0
"звонить" 0.02 0.03 0.02 0 0 0 0 0 0 0 0 0 0 0 0.01 0.02 0 0 0 0
"звонок" 0.03 0.02 0.01 0 0 0.02 0 0 0 0 0.01 0 0 0 0.01 0 0 0 0 0
"здание" 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0.01 0.02 0.03 0.01 0.01 0 0
"знакомство" 0.01 0.02 0 0.02 0 0.01 0 0 0 0 0.01 0 0 0 0.02 0 0 0 0.01 0
"изумрудный" 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"исключение" 0 0 0.01 0 0.01 0.01 0 0.01 0 0 0.04 0 0 0.02 0 0 0 0 0 0
"искупать" 0 0 0 0 0.01 0 0 0 0 0.02 0 0.01 0.05 0 0 0 0 0 0 0.01
"каковой" 0 0 0.03 0.01 0 0 0 0 0 0 0.03 0.01 0.01 0.01 0 0 0 0 0 0
"каменный" 0 0 0 0 0 0 0 0 0.03 0.02 0.01 0 0 0.03 0 0 0 0 0 0.01
"командир" 0.03 0.02 0.01 0.02 0 0.01 0 0 0 0 0.01 0 0 0 0 0 0 0 0 0
"красотка" 0 0 0 0 0 0 0 0 0.01 0 0 0.02 0 0 0 0 0 0 0.03 0.04
"крогстадо" 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"кусок" 0 0.01 0 0 0 0 0 0.01 0 0.01 0 0.03 0 0 0 0 0 0 0.03 0.01
"куча" 0.01 0 0 0 0 0 0.01 0.01 0 0 0 0.01 0 0 0 0.01 0.01 0.02 0.02 0
"лаймон" 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"лекарство" 0 0 0 0.02 0 0 0 0.01 0.01 0 0 0 0 0.01 0 0.03 0 0.01 0 0.01
"литература" 0 0 0.01 0 0 0.04 0 0 0 0 0.02 0.01 0 0 0.01 0 0.01 0 0 0
"ловить" 0 0 0.01 0 0.01 0 0.01 0 0.01 0 0 0 0.01 0 0.02 0.03 0 0 0 0
"людоед" 0 0 0 0 0 0 0 0.02 0 0 0 0 0.05 0 0 0 0 0.01 0 0.02
"мегар" 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0
"монарх" 0 0 0.03 0 0 0.01 0.01 0 0 0 0 0.01 0.03 0.01 0 0 0 0 0 0
"монтефоско" 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0
"морфий" 0 0 0 0 0.02 0 0 0 0 0 0.06 0 0 0 0.02 0 0 0 0 0
"мучить" 0 0.01 0 0 0.02 0 0 0 0 0 0.01 0.02 0 0 0 0 0 0.02 0 0.02
"набрасываться" 0.01 0 0 0.01 0.01 0 0.02 0 0.02 0.01 0 0 0 0 0.02 0 0 0 0 0
"надолго" 0.02 0 0.01 0.01 0 0.01 0.01 0 0 0.01 0.01 0 0.01 0.01 0 0 0 0 0 0
"наедине" 0 0.02 0 0.01 0 0 0 0 0 0 0.01 0.03 0.02 0.01 0 0 0 0 0 0
"наследство" 0.01 0 0 0.01 0.01 0.01 0 0 0.02 0 0.03 0 0 0.01 0 0 0 0 0 0
"начальство" 0 0 0.05 0.03 0 0 0 0 0 0 0 0 0 0 0 0.01 0 0 0 0.01
"невинный" 0 0 0 0.01 0 0.01 0 0.02 0.01 0.01 0 0.01 0 0.01 0 0 0 0.02 0 0
"недолгий" 0.01 0.01 0.01 0 0.01 0 0.02 0.02 0 0.01 0 0 0 0.01 0 0 0 0 0 0
"незаметно" 0.02 0 0 0.01 0.01 0.01 0 0 0 0 0 0 0 0 0.01 0 0 0 0.01 0.03
"некто" 0 0.02 0.01 0.03 0 0.01 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0.01
"неприятность" 0 0.01 0.01 0.03 0.01 0 0 0 0.03 0 0 0.01 0 0 0 0 0 0 0 0
"ничтожный" 0 0.01 0.03 0 0.01 0.01 0 0 0.01 0.01 0 0 0 0 0 0.01 0 0.01 0 0
"норандо" 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0
"обезьянка" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0
"обертываться" 0 0 0.03 0 0 0 0 0 0.02 0 0 0 0 0 0.02 0 0 0 0 0.03
"обидчик" 0.01 0.01 0 0 0 0 0.01 0.02 0 0 0 0.02 0.01 0.01 0 0 0 0 0 0.01
"обнаруживаться" 0.03 0.01 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0.03 0.01
"обнимать" 0.01 0 0 0 0 0.01 0.01 0.02 0 0.01 0 0.01 0 0 0.02 0 0 0 0.01 0
"обниматься" 0 0 0 0 0 0 0 0.01 0.03 0 0 0.02 0.01 0.01 0 0 0 0 0.01 0.01
"обратный" 0 0 0.02 0.01 0 0 0 0.05 0 0 0 0.01 0 0 0.01 0 0 0 0 0
"объятие" 0 0 0.01 0.01 0.01 0.02 0.02 0.01 0.01 0 0 0.01 0 0 0 0 0 0 0 0
"одевать" 0 0 0 0 0 0.01 0 0 0.02 0.01 0 0 0.01 0.01 0 0.01 0.01 0.01 0 0.01
"около" 0.01 0 0 0 0.01 0 0 0 0 0 0 0 0 0.01 0.05 0 0.01 0 0.01 0
"округ" 0 0 0.01 0.01 0 0.01 0 0 0 0 0.01 0 0 0.01 0 0 0 0.02 0.03 0
"округа" 0 0.02 0 0.02 0 0.01 0 0 0 0 0 0 0 0.02 0 0 0 0 0.02 0.01
"олень" 0 0 0 0 0.02 0 0.01 0 0 0 0 0 0.06 0 0 0 0 0 0.01 0
"оправдываться" 0 0 0 0 0 0.01 0 0 0 0.01 0 0 0.02 0.02 0.01 0 0 0.01 0.02 0
"оракул" 0 0 0 0 0 0 0.01 0.03 0 0.06 0 0 0 0 0 0 0 0 0 0
"оратор" 0 0 0 0 0 0 0.01 0 0 0.07 0 0 0 0 0 0 0.02 0 0 0
"основывать" 0 0 0.01 0 0.01 0.01 0.01 0 0.01 0 0 0 0 0 0 0.01 0.04 0 0 0
"осыпать" 0 0 0 0 0 0 0.01 0.01 0.01 0.04 0 0.01 0 0.01 0 0 0 0 0 0.01
"открытый" 0.01 0.01 0.01 0 0.01 0 0 0 0.02 0.01 0.01 0 0.01 0 0 0 0 0 0 0.01
"отчего" 0 0 0.02 0.02 0 0.01 0 0.02 0 0 0 0 0.01 0 0.02 0 0 0 0 0
"отшельник" 0 0 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01 0 0.07 0.01
"охотник" 0 0.01 0.01 0 0 0 0.01 0.01 0.01 0 0 0.01 0.02 0 0.01 0 0 0 0 0.01
"паскуа" 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0
"патрокл" 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0
"перебивать" 0 0 0 0 0 0 0 0.01 0.02 0.04 0 0 0.01 0 0 0 0 0 0.01 0.01
"пес" 0 0 0.01 0 0 0.01 0.02 0.01 0.02 0.01 0 0.02 0 0 0 0 0 0 0 0
"пировать" 0 0 0 0 0 0 0 0.02 0.02 0.04 0 0 0.01 0.01 0 0 0 0 0 0
"пища" 0 0 0 0 0 0.01 0.01 0 0.01 0.03 0.01 0 0 0 0 0 0.01 0.01 0 0.01
"планета" 0 0 0.04 0 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"племя" 0 0 0 0 0 0.02 0.01 0.04 0.01 0 0 0 0 0 0 0 0.02 0 0 0
"пленять" 0 0 0 0 0 0.01 0 0 0 0 0.01 0 0.03 0.03 0.01 0 0 0.01 0 0
"плод" 0 0 0 0 0 0 0 0.02 0 0.01 0 0 0.01 0 0.03 0.02 0 0 0 0.01
"погибший" 0 0 0.01 0 0 0 0 0.02 0.01 0 0 0 0.03 0 0 0 0.02 0.01 0 0
"подвергать" 0 0 0 0 0.01 0.01 0 0.01 0 0 0.01 0 0.02 0.01 0 0.01 0.01 0 0.01 0
"подружка" 0 0 0 0.02 0 0 0.01 0 0.01 0 0 0 0 0.01 0 0.04 0 0 0 0.01
"подчинять" 0 0 0.02 0 0 0 0 0 0 0.01 0 0 0.01 0 0 0.01 0.03 0.02 0 0
"пожаловать" 0 0 0 0 0 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0.04 0.05
