texts/milton_samson-borec.txt	Самсон-борец		Мильтон	1608–1674	Читается за 5 минут	1,5 ч	В. В. Рынкевич	rynkevich	Европейская литература->Британская
texts/minaev_dukhless.txt	Духless. Повесть о ненастоящем человеке	2010	Минаев	род. 1975	Читается за 14 минут	8 ч			Русская литература->Современная
texts/minaev_videoty.txt	The Тёлки. Два года спустя, или Videoты	2010	Минаев	род. 1975	Читается за 14 минут	12 ч			Русская литература->Современная
texts/minto_printcip_piramidy.txt	Принцип пирамиды: золотые правила мышления, делового письма и устных выступлений		Минто		Читается за 11 минут				Американская литература->США
texts/misima_zolotoj_hram.txt	Золотой храм	1953	Мисима	1925–1970	Читается за 14 минут	7 ч	В. С. Санович	sanovich	Прочая литература->Японская
texts/misima_ispoved_maski.txt	Исповедь маски	1953	Мисима	1925–1970	Читается за 8 минут	4,5 ч			Прочая литература->Японская
texts/misima_zapretnye_tcveta.txt	Запретные цвета	1953	Мисима	1925–1970	Читается за 20 минут	13 ч			Прочая литература->Японская
texts/misima_patriotizm.txt	Патриотизм	1953	Мисима	1925–1970	Читается за 7 минут	35 мин	В. С. Санович	sanovich	Прочая литература->Японская
texts/mitchell_unesennye_vetrom.txt	Унесённые ветром		Митчелл	1900–1949	Читается за 20 минут	35 ч	С. Б. Белов	belov	Американская литература->США
texts/mickevich_grazhina.txt	Гражина	1823	Мицкевич	1798–1855	Читается за 8 минут	40 мин			Европейская литература->Польская
texts/mickevich_dziady.txt	Дзяды	1823	Мицкевич	1798–1855	Читается за 25 минут				Европейская литература->Польская
texts/mickevich_konrad_vallenrod.txt	Конрад Валленрод	1823	Мицкевич	1798–1855	Читается за 6 минут				Европейская литература->Польская
texts/mo_yan_strana_vina.txt	Страна вина		Мо	род. 1955	Читается за 20 минут	11 ч			Прочая литература->Китайская
texts/mozhaev_zhivoj.txt	Живой		Можаев	1923–1996	Читается за 6 минут	3,5 ч	С. П. Костырко	kostyrko	Русская литература->Советская
texts/molina_sevilskij_ozornik_ili_kamennyj_gost.txt	Севильский озорник, или Каменный гость	1636	Молина	1579–1648	Читается за 13 минут	1,5 ч			Европейская литература->Испанская
texts/molina_don_hil_zelenye_shtany.txt	Дон Хиль Зеленые штаны	1636	Молина	1579–1648	Читается за 13 минут	2 ч			Европейская литература->Испанская
texts/molina_blagochestivaja_marta.txt	Благочестивая Марта	1636	Молина	1579–1648	Читается за 10 минут				Европейская литература->Испанская
texts/moler_mecshanin_vo_dvorjanstve.txt	Мещанин во дворянстве	1665	Мольер	1622–1673	Читается за 11 минут	1,5 ч	Д. А. Карельский	karelsky	Европейская литература->Французская
texts/moler_tartjuf_ili_obmancshik.txt	Тартюф, или Обманщик	1665	Мольер	1622–1673	Читается за 10 минут	1,5 ч	Д. А. Карельский	karelsky	Европейская литература->Французская
texts/moler_don_zhuan_ili_kamennyj_gost.txt	Дон Жуан, или Каменный гость	1665	Мольер	1622–1673	Читается за 10 минут	1,5 ч	Д. А. Карельский	karelsky	Европейская литература->Французская
texts/monomakh_pouchenie_vladimira_monomaha.txt	Поучение Владимира Мономаха		Мономах	1053–1125	Читается за 5 минут	25 мин			Русская литература->Древность
texts/monten_opyty.txt	Опыты		Монтень	1533–1592	Читается за 13 минут	46 ч			Европейская литература->Французская
texts/monteske_o_duhe_zakonov.txt	О духе законов		Монтескьё	1689–1755	Читается за 20 минут				Европейская литература->Французская
